ID,Name,Description
139410000,Undefeatable Baal,"<font color=@#FFCC33@>Krowaz’s second in command, the Cursed Soul </font> <font color=@#FF3300@> Death Army’s General Commander</font><font color=@#FFCC33@></font> <font color=@#FFCC33@>There even exists a level of  loyalty in believing him.</font> <font color=@#3399FF@>Oh, Baal, please change the rule...</font> -From the second lost page.."
139411000,Undefeatable Baal,"<font color=@#FFCC33@>Krowaz’s second in command, the Cursed Soul </font> <font color=@#FF3300@> Death Army’s General Commander</font><font color=@#FFCC33@></font> <font color=@#FFCC33@>There even exists a level of loyalty in believing him.</font> <font color=@#3399FF@>Oh, Baal, please change the rule...</font> -From the second lost page.."
139420000,Weak Giant Baal ,"<font color=@#FFCC33@>Krowaz’s second in command, the Cursed Soul </font> <font color=@#FF3300@> Death Army’s General Commander</font><font color=@#FFCC33@></font> <font color=@#FFCC33@>There even exists a level of  loyalty in believing him.</font> <font color=@#3399FF@>Oh, Baal, please change the rule...</font> -From the second lost page.."
139421000,Weak Giant Baal ,"<font color=@#FFCC33@>Krowaz’s second in command, the Cursed Soul </font> <font color=@#FF3300@> Death Army’s General Commander</font><font color=@#FFCC33@></font> <font color=@#FFCC33@>There even exists a level of loyalty in believing him.</font> <font color=@#3399FF@>Oh, Baal, please change the rule...</font> -From the second lost page.."
139430000,Chaos Baal,"<font color=@#FFCC33@>Krowaz’s second in command, the Cursed Soul </font> <font color=@#FF3300@> Death Army’s General Commander</font><font color=@#FFCC33@></font> <font color=@#FFCC33@>There even exists a level of  loyalty in believing him.</font> <font color=@#3399FF@>Oh, Baal, please change the rule...</font> -From the second lost page.."
139431000,Chaos Baal,"<font color=@#FFCC33@>Krowaz’s second in command, the Cursed Soul </font> <font color=@#FF3300@> Death Army’s General Commander</font><font color=@#FFCC33@></font> <font color=@#FFCC33@>There even exists a level of loyalty in believing him.</font> <font color=@#3399FF@>Oh, Baal, please change the rule...</font> -From the second lost page.."
139440000,Sweet Kiss Baal,"<font color=@#FFCC33@>Krowaz’s second in command, the Cursed Soul </font> <font color=@#FF3300@> Death Army’s General Commander</font><font color=@#FFCC33@></font> <font color=@#FFCC33@>There even exists a level of  loyalty in believing him.</font> <font color=@#3399FF@>Oh, Baal, please change the rule...</font> -From the second lost page.."
139441000,Sweet Kiss Baal,"<font color=@#FFCC33@>Krowaz’s second in command, the Cursed Soul </font> <font color=@#FF3300@> Death Army’s General Commander</font><font color=@#FFCC33@></font> <font color=@#FFCC33@>There even exists a level of loyalty in believing him.</font> <font color=@#3399FF@>Oh, Baal, please change the rule...</font> -From the second lost page.."
139442000,Undefeatable Nepilim,
139443000,Weak Giant Nepilim,
139444000,Chaos Nepilim,
139445000,Sweet Kiss Nepilim,
139446000,Undefeatable Nepilim,
139447000,Weak Giant Nepilim,
139448000,Chaos Nepilim,
139449000,Sweet Kiss Nepilim,
139910000,Noah Undefeatable Baal,<font color=@#FFCC33@>Marce Krowaz’s second class NightMare</font>  <font color=@#FF3300@>Hell Army’s General Commander</font> <font color=@#FFCC33@></font> <font color=@#FFCC33@>There even exists a level of  loyalty  in believing him.</font> <font color=@
139920000,Noah Weak Giant Baal ,<font color=@#FFCC33@>Marce Krowaz’s second class NightMare</font>  <font color=@#FF3300@>Hell Army’s General Commander</font> <font color=@#FFCC33@></font> <font color=@#FFCC33@>There even exists a level of  loyalty  in believing him.</font> <font color=@
139930000,Noah Chaos Baal,<font color=@#FFCC33@>Marce Krowaz’s second class NightMare</font>  <font color=@#FF3300@>Hell Army’s General Commander</font> <font color=@#FFCC33@></font> <font color=@#FFCC33@>There even exists a level of  loyalty  in believing him.</font> <font color=@
139940000,Noah Sweet Kiss Baal,<font color=@#FFCC33@>Marce Krowaz’s second class NightMare</font>  <font color=@#FF3300@>Hell Army’s General Commander</font> <font color=@#FFCC33@></font> <font color=@#FFCC33@>There even exists a level of  loyalty  in believing him.</font> <font color=@
140210000,Maul,A big wooden hammer.
140250000,Morning Star,Morning Star
140410000,Mace,A club or cudgel made for  smashing armor to pieces.
140450000,Iron Star,Iron Star
140610000,War Hammer,A hammer used for the purpose  of rendering enemies unable  to fight rather than killing them.
140650000,Spiked Club,Spiked Club
140710000,Breaker,A hammer made for the purpose  of breaking the armor of enemies  rather than killing them.
140712000,Breaker,"A hammer that is created to  break armors, rather than to  kill enemies at war.  A popular addition.  Sells cheaply to NPC merchants..."
140810000,Hacker,A club or cudgel made for  smashing armor to pieces.
140812000,Hacker,A mace or club that is created  to break armors.  A popular addition.  Sells cheaply to NPC merchants...
140910000,Cracker,A wooden hammer made for  efficient interception  of hackers.
140912000,Cracker,A wooden hammer that is created  to effectively hold back hackers.  A popular addition.  Sells cheaply to NPC merchants...
141010000,Bone Crasher,An axe used to hear the  bone screaming.
141011000,Bone Crasher,An axe used to hear  the bone screaming.
141110000,Impact,An axe that stuns the  enemy with extremely  powerful impact.
141111000,Impact,An axe that stuns the  enemy with extremely  powerful impact.
141210000,Exceptional Impact,An axe that stuns the  enemy with extremely  powerful impact.
141211000,Exceptional Impact,An axe that stuns the  enemy with extremely  powerful impact.
142110000,monster weapon,-
145310000,Great Maul,A very heavy wooden  hammer that can only  be held with both hands.
145350000,Giant Maul,Giant Maul
145510000,Battle Mace,A mace that breaks armor  and is greatly effective  in battle.
145550000,War Club,War Club
145710000,Great Mace,A mace to inflict greater  damage on the armor.
145712000,Great Mace,"A mace to inflict greater  damage on the armor. It was  added as a popular addition, and  sold at cheap prices to NPC mechants."
145750000,Giant Morning Star,Giant Morning Star
145810000,Weight Hammer,A light hammer with  emphasis on speed.
145812000,Weight Hammer,"A light hammer with emphasis  on speed. It was added as a popular  addition, and sold at cheap prices  to NPC mechants."
145910000,Large Breaker,A hammer made for the purpose  of breaking the armor  of enemies rather than  killing them.
145912000,Large Breaker,"A hammer that is created to  break armors, rather  than to kill enemies at war.  A popular addition. Sells cheaply to NPC merchants..."
146010000,Large Hacker,A club or cudgel made  for smashing strong  armor to pieces.
146012000,Large Hacker,A mace or club that is created  to break hard armors.  A popular addition.  Sells cheaply to NPC merchants...
146110000,Totemic Club,A club or mace bestowed  with powers of sorcery.
146111000,Totemic Club,A club or mace bestowed  with powers of sorcery.
146112000,Totemic Club,"A club or mace bestowed with  powers of sorcery. It was  added as a popular addition, and  sold at cheap prices to  NPC mechants."
146122000,Totemic Club,"A club or mace bestowed with  powers of sorcery.  It was added as a popular addition,  and sold at cheap prices to  NPC mechants."
146210000,Iron Impact,A weapon that can hardly  be seen as a simple  two-handed hammer.
146211000,Iron Impact,A weapon that can hardly  be seen as a simple  two-handed hammer.
146310000,Exceptional Iron Impact,A weapon that can hardly  be seen as a simple  two-handed hammer.
146311000,Exceptional Iron Impact,A weapon that can hardly  be seen as a simple  two-handed hammer.
149101000,Hell Breaker,"Built only in Halskarem,  the city of steel."
149111000,Hell Breaker,"Built only in Halskarem,  the city of steel."
149121000,Noah Hell Breaker,"Built only in Halskarem,  the city of steel."
149205000,Arc Crasher,It features two large  attached jewels.  It is said that anyone attacked  by this weapon is forced to  dream for an instant.
149206000,Little Cat’s Right Paw,A weapon created with the hand  of a mysterious cat.  Used as a favorite tool for  Rogues who specialize in close combat.
149207000,Little Cat’s Left Paw,A weapon created with the hand  of a mysterious cat.  Used as a favorite tool for  Rogues who specialize in close combat.
149540000,Flower Shield,For your love and passion 
150210000,Spear,An ordinary spear.
150250000,Spike,Spike
150410000,Cross Spear,A cross-shaped spear  made to inflict damage  when swung about.
150450000,Battle Pork,Battle Pork
150610000,Spetum,A spear that increases  the success rate of  stabbing attack.
150650000,Spetum,Spetum
150710000,Long Spear,A spear that is longer  than normal spears.
150810000,Pike,A normal spear that has  been strengthened.
150812000,Pike,"A normal spear that has been  strengthened. It was added as  a popular addition, and sold at cheap  prices to NPC mechants."
150910000,Trident,A spear made by the nomads  of the river.
150912000,Trident,"A spear made by the nomads of  the river. It was added as  a popular addition, and sold at  cheap prices to NPC mechants."
151010000,Philum,A spear for throwing.
151012000,Philum,A spear for javelin throwing.  A popular addition.  Sells cheaply to NPC merchants...
151110000,Harpoon,A spear that is for  stabbing like a harpoon.
151111000,Harpoon,A spear that is for stabbing  like a harpoon.
151112000,Harpoon,"A spear that is for stabbing  like a harpoon. It  was added as a popular addition,  and sold at cheap prices to  NPC mechants."
151122000,Harpoon,"A spear that is for stabbing  like a harpoon.  It was added as a popular addition,  and sold at cheap prices  to NPC mechants."
151210000,Totemic Spear,A powerful one-handed spear  that deals double  damage due to sorcery.
151211000,Totemic Spear,A powerful one-handed spear  that deals double  damage due to sorcery.
151310000,Exceptional Totemic Spear,A powerful one-handed spear  that deals double  damage due to sorcery.
151311000,Exceptional Totemic Spear,A powerful one-handed spear  that deals double  damage due to sorcery.
155310000,Pole Axe,A long spear attached with  an axe blade on one end.
155350000,Spear Axe,Spear Axe
155510000,Battle Scythe,A scythe for battle.
155512000,Battle Scythe,A sickle for combat.  A popular addition.  Sells cheaply to NPC merchants...
155550000,War Scythe,War Scythe
155710000,Grim Scythe,A scythe that would  look perfect when wielded  by the Grim Reaper.
155750000,Harsh Scythe,Harsh Scythe
155810000,Bill,"A long, pole-axe like  spear that is also  good for stabbing."
155812000,Bill,"A long, pole-axe like spear  that is also good for stabbing.  It was added as a popular addition,  and sold at cheap prices to  NPC mechants."
155910000,Halberd,"A long spear that is brandished  to slash at enemies,  taking advantage of the  long reach."
155912000,Halberd,"A long spear that is brandished  to slash at enemies,  taking advantage of the long reach.  It was added as a popular addition,  and sold at cheap prices to  NPC mechants."
156010000,Bardish,"A long spear with a peculiar  shaped blade, it is the  ultimate slashing weapon."
156012000,Bardish,A long spear with unique blades  with excellent performance at  cutting large pieces.  A popular addition.  Sells cheaply to NPC merchants...
156110000,Glave,"A two-handed weapon that is  a cross between war hammer  and bill, it can be both  slash or stab."
156111000,Glave,"A two-handed weapon that  is a cross between war hammer and bill,  it can both slash or stab."
156112000,Glave,"A two-handed weapon that  is a cross between war hammer  and bill, it can both slash  or stab.  It was added as a popular addition,  and sold at cheap prices to  NPC mechants."
156122000,Glave,"A two-handed weapon that is a cross  between war hammer and bill,  it can both slash or stab.  It was added as a popular addition,  and sold at cheap prices to  NPC mechants."
156210000,Raptor,Strong Scythe-type weapon  whose violence can also  affects yourself.
156211000,Raptor,Strong Scythe-type weapon  whose violence can also  affects yourself.
156219000,Noah Raptor,Strong Scythe-type  weapon whose violence can  also affects yourself.
156310000,Exceptional Raptor,Strong Scythe-type weapon  whose violence can also  affects yourself.
156311000,Exceptional Raptor,Strong Scythe-type weapon  whose violence can also  affects yourself.
159201000,Double Possession,A favorite weapon of barbarians  who enjoy evil conduct.
159301000,Lugias,Spear made of bones of  the Red Dragon
159302000,Spear of Murky Waters,Commemoration spear  Made to remember the tragic  event in Eslant.
159303000,Noah Sad Swamps,Commemoration spear  Made to remember the tragic event  in Eslant.
159311000,Lugias,Spear made of bones of  the Red Dragon
159312000,Spear of Murky Waters,Commemoration spear Made  to remember the tragic event  in Eslant.
159321000,Noah Rugiars,Spear made of bones  of the Red Dragon
159410000,Undefeatable Nebiros,"<font color=@#FFCC33@>Arch-Nemesis of Krowaz.</font> <font color=@#FFCC33@>The rules of Logos the creator were</font> <font color=@#FFCC33@>thoroughy gripped by him,</font> <font color=@#FFCC33@>and he even understands  the demerits of the rules. </font><font color=@#FF3300@>He even grasps the mind of Draki..</font> -A wanderer"
159411000,Undefeatable Nebiros,"<font color=@#FFCC33@>Arch-Nemesis of Krowaz.</font> <font color=@#FFCC33@>The rules of Logos the creator were</font> <font color=@#FFCC33@>thoroughy gripped by him,</font> <font color=@#FFCC33@>and he even understands the demerits of the rules.</font> <font color=@#FF3300@>He even grasps the mind of Draki..</font> -A wanderer"
159420000,Weak Giant Nebiros,"<font color=@#FFCC33@>Arch-Nemesis of Krowaz.</font> <font color=@#FFCC33@>Interpreter of the rules of Logos, he knew them</font> <font color=@#FFCC33@>,</font> <font color=@#FFCC33@>backwards and forwards; even their shortcomings. </font><font color=@#FF3300@>He even grasps the mind of Draki..</font> -A wanderer"
159421000,Weak Giant Nebiros,"<font color=@#FFCC33@>Arch-Nemesis of Krowaz.</font> <font color=@#FFCC33@>Interpreter of the rules of Logos, he knew them</font> <font color=@#FFCC33@>,</font> <font color=@#FFCC33@>backwards and forwards; even their shortcomings.</font> <font color=@#FF3300@>He even grasps the mind of Draki..</font> -A wanderer"
159430000,Chaos Nebiros,"<font color=@#FFCC33@>Arch-Nemesis of Krowaz.</font> <font color=@#FFCC33@>Interpreter of the rules of Logos, he knew them</font> <font color=@#FFCC33@>,</font> <font color=@#FFCC33@>backwards and forwards; even their shortcomings. </font><font color=@#FF3300@>He even grasps the mind of Draki..</font> -A wanderer"
159431000,Chaos Nebiros,"<font color=@#FFCC33@>Arch-Nemesis of Krowaz.</font> <font color=@#FFCC33@>Interpreter of the rules of Logos, he knew them</font> <font color=@#FFCC33@>,</font> <font color=@#FFCC33@>backwards and forwards; even their shortcomings.</font> <font color=@#FF3300@>He even grasps the mind of Draki..</font> -A wanderer"
159440000,Sweet Kiss Nebiros,"<font color=@#FFCC33@>Arch-Nemesis of Krowaz.</font> <font color=@#FFCC33@>Interpreter of the rules of Logos, he knew them</font> <font color=@#FFCC33@>,</font> <font color=@#FFCC33@>backwards and forwards; even their shortcomings. </font><font color=@#FF3300@>He even grasps the mind of Draki..</font> -A wanderer"
159441000,Sweet Kiss Nebiros,"<font color=@#FFCC33@>Arch-Nemesis of Krowaz.</font> <font color=@#FFCC33@>Interpreter of the rules of Logos, he knew them</font> <font color=@#FFCC33@>,</font> <font color=@#FFCC33@>backwards and forwards; even their shortcomings.</font> <font color=@#FF3300@>He even grasps the mind of Draki..</font> -A wanderer"
159539000,Flower Shield,For your love and passion 
159910000,Noah Undefeatable Nebiros,"<font color=@#FFCC33@>Marce Krowaz’s Foe</font>  <font color=@#FFCC33@>The rules of Logos, the God of Rules were</font>  <font color=@#FFCC33@>thoroughy gripped by him,</font>  <font color=@#FFCC33@>and he even understands the  demerits of the rules.</font><f"
159920000,Noah Weak Giant Nebiros,"<font color=@#FFCC33@>Marce Krowaz’s Foe</font>  <font color=@#FFCC33@>The rules of Logos, the God of Rules were</font>  <font color=@#FFCC33@>thoroughy gripped by him,</font>  <font color=@#FFCC33@>and he even understands the  demerits of the rules.</font><f"
159930000,Noah Chaos Nebiros,"<font color=@#FFCC33@>Marce Krowaz’s Foe</font>  <font color=@#FFCC33@>The rules of Logos, the God of Rules were</font>  <font color=@#FFCC33@>thoroughy gripped by him,</font>  <font color=@#FFCC33@>and he even understands the  demerits of the rules.</font><f"
159940000,Noah Sweet Kiss Nebiros,"<font color=@#FFCC33@>Marce Krowaz’s Foe</font>  <font color=@#FFCC33@>The rules of Logos, the God of Rules were</font>  <font color=@#FFCC33@>thoroughy gripped by him,</font>  <font color=@#FFCC33@>and he even understands the  demerits of the rules.</font><f"
160100000,Bow,Simple bow that can be  easily made out of any  long branch.
160150000,Bow,Bow
160190000,Bow,Simple bow that can be  easily made out of any  long branch.  (Quest Item)
160210000,Short Bow,A small bow that can  shoot far due to its  elasticity.
160250000,Bamboo Bow,Bamboo Bow
160410000,Rapt Bow,A bow with good grip  even for a novice archer.
160450000,Hunter’s Bow,Hunter’s Bow
160451000,Hunter’s Bow,
160610000,Composite Bow,A small bow made by  combining various odd  materials.
160612000,Composite Bow,A small bow which is made  with many objects.  A popular addition.  Sells cheaply to NPC merchants...
160650000,Horn Bow,Horn Bow
161410000,Novice Bow 1,Novice Rogue’s Bow
161420000,Novice Bow 2,Novice Rogue’s Bow
161430000,Training Rogue’s Bow 1,Bow for training rogues
161440000,Training Rogue’s Bow 2,Bow for training rogues
161450000,Skilled Rogue’s Bow 1,Skilled Rogue’s Bow
161460000,Skilled Rogue’s Bow 2,Skilled Rogue’s Bow
161470000,Training Bow,Bow for training rogues
168110000,Crossbow,A crossbow made of  wood or iron held together  with a cross.
168112000,Crossbow,A crossbow which you can  draw as a bow after fixing wood  or iron in a cross.  A popular addition.  Sells cheaply to NPC merchants...
168113000,Crossbow,A crossbow which you can draw  as a bow after fixing wood or  iron in a cross.  A popular addition.  Sells cheaply to NPC merchants...
168150000,Crossbow,Crossbow
168210000,Horn Crossbow,A crossbow made of  branch or animal’s bones  held together in a cross  to shoot the arrows.
168212000,Horn Crossbow,"A crossbow made of branch  or animal’s bones held together  in a cross to shoot the arrows.  It was added as a popular addition,  and sold at cheap prices to  NPC mechants."
168250000,Horn Crossbow,Horn Crossbow
168310000,Vortex Bow,It’s a bow with increased penetration by rotating arrows
168311000,Vortex Bow,It’s a bow with increased penetration by rotating arrows
168312000,Vortex Bow,It’s a bow with increased penetration by rotating arrows   It’s an item that’s been added to be distributed   It doesn’t contain much value when sold to NPC merchant.
168322000,Vortex Bow,It’s a bow with increased penetration by rotating arrows   It’s an item that’s been added to be distributed   It doesn’t contain much value when sold to NPC merchant.
168410000,Iron Bow,A powerful bow that  requires great agility.
168411000,Iron Bow,A powerful bow that  requires great agility.
168610000,Exceptional Iron Bow,A powerful bow that  requires great agility.
168611000,Exceptional Iron Bow,A powerful bow that  requires great agility.
169010000,Centaur bow,Centaur’s bow
169101000,Enion Bow,<font color=@#999900@><b>Elf </b></font><font color=@#FFCC99@><b>Enion</b></font><font color=@#999900@><b>’s Bow <font color=@#999900@><b>His hair is said to be  weaved to make the <font color=@#999900@><b> </b></font><font color=@yellow@><b>Enion’s Bow</b></font><font color=@#999900@><b>.</b></font>
169111000,Enion Bow,<font color=@#999900@><b>Elf </b></font><font color=@#FFCC99@><b>Enion</b></font><font color=@#999900@><b>’s Bow <font color=@#999900@><b>His hair is said to be  weaved to make the <font color=@#999900@><b> </b></font><font color=@yellow@><b>Enion’s Bow</b></font><font color=@#999900@><b>.</b></font>
169121000,Noah Enion Bow,<font color=@#999900@><b>Elf </b></font><font color=@#FFCC99@><b>Enion</b></font><font color=@#999900@><b>’s Bow <font color=@#999900@><b>His hair is said to be weaved to make the <font color=@#999900@><b> </b></font><font color=@yellow@><b>Enion’s Bow</b></font><font color=@#999900@><b>.</b></font>
169201000,Matchlock,
169202000,Death Wing Bow,A bow made to resemble the  wing of the Bird of Death that  inhabits the Death Mountain.  It is said that anyone hit  by an arrow fired from  this bow becomes cursed.
169205000,Angel’s Hairpin,"Hairpin used to fix the hair of  an ancient angel  An angel loses its beautiful hair  when it starts to degrade.  Then, the hairpin falls down  to the human world."
169301000,Helenid Cross Bow,Cross bow in the hue  of hell’s rainbow
169302000,Eagle’s Eye,They say you need sharper  eyes than eagle eyes to fight  against the Dragon tribe who  owns the rough mountain range.
169303000,Noah Eyes of Rough Mountain Eagle,They say you need sharper  eyes than eagle eyes to fight  against the Dragon tribe who owns  the rough mountain range.
169311000,Helenid Cross Bow,Cross bow in the hue  of hell’s rainbow
169312000,Eagle’s Eye,They say you need sharper  eyes than eagle eyes to fight against  the Dragon tribe who owns  the rough mountain range.
169321000,Noah Herenid Crossbow,Cross bow in the hue  of hell’s rainbow
169538000,Bouquet,For your love and passion 
170110000,Small Shield,Small Shield
170150000,Wooden Shield,Wooden Shield
170210000,Large Shield,Large Shield
170211000,Large Shield,
170250000,Round Shield,
170251000,Round Shield,
170310000,Kite Shield,A kite-shaped metal shield.
170312000,Kite Shield,A kite-shape shield made  from metal.  A popular addition.  Sells cheaply to NPC merchants...
170350000,Octagon Shield,A shield with many  angular edges.
170352000,Octagon Shield,"A shield with many angular edges.  It was added as a popular addition,  and sold at cheap prices  to NPC mechants."
170410000,Large Kite Shield,"A big, wooden kite shield  framed with metal band."
170412000,Large Kite Shield,"A big, wooden kite shield  framed with metal band.  It was added as a popular addition,  and sold at cheap prices to  NPC mechants."
170450000,Round Kite Shield,"A big, wooden kite shield  framed with metal band."
171510000,Plate Shield,A shield made of iron.
171512000,Plate Shield,"A shield made of iron.  It was added as a popular addition,  and sold at cheap prices to  NPC mechants."
171550000,Hoplon,"A large, round shield."
171560000,Sacred Shield,A shield empowered by the divine Spirits of the Piana Knights.
171570000,Sacred Defender,A shield empowered by the divine Spirits of the Piana Knights.
171580000,Tentora Shield,A shield enchanted with the magic of the Great Wizard Tentora.
171590000,Tentora Defender,A shield enchanted with the magic of the Great Wizard Tentora.
171600000,Edmont Aegis,"Legend tells of an aegis that will survive a lightning strike, summon storms and cause fear in the hearts of the people."
171610000,Blessing Aegis,"Legend tells of an aegis that will survive a lightning strike, summon storms and cause fear in the hearts of the people."
171680000,Tentora Shield,A shield enchanted with the magic of the Great Wizard Tentora.
171690000,Tentora Defender,A shield enchanted with the magic of the Great Wizard Tentora.
171700000,Edmont Aegis,"Legend tells of an aegis that will survive a lightning strike, summon storms and cause fear in the hearts of the people."
171710000,Blessing Aegis,"Legend tells of an aegis that will survive a lightning strike, summon storms and cause fear in the hearts of the people."
179101000,Defender of the Lord,Shield of Zignon  Embedding strong Magical powers.
179102000,Dread Shield,Holy knights’ Shield Made to  fight evil soldiers of Juraid Mountains.  It seems you could almost hear  their breathing.
179103000,Noah Juraid Mountain Defense,Holy knights’ Shield  Made to fight evil soldiers  of Juraid Mountains.  It seems you could almost hear  their breathing.
179111000,Defender of the Lord,Shield of Zignon  Embedding strong Magical powers.
179112000,Dread Shield,Holy knights’ Shield Made  to fight evil soldiers of Juraid Mountains.  It seems you could almost hear  their breathing.
179121000,Noah Defender of the Lord,Shield of Zignon.  Said to have embedded Magical powers.
179201000,Nonflammable Shield,A shield which carries  the blessing of a great monk.
179202000,Centaur’s Face,"A shield that is created  by modeling Centaur,  a beast in Adonis.  Monsters shiver just looking  at the shield."
179301000,Syphioric,Lost shield of the Syphiel  Knight Squad
179311000,Syphioric,Lost shield of the Syphiel  Knight Squad
179321000,Noah Sipioric,Lost shield of the  Syphiel Knight Squad
179537000,Bouquet,For your love and passion 
180010000,Wooden Staff,Basic Magician Item
180050000,Wooden Staff,Basic Magician Item
180110000,Wood Staff,Basic wooden Staff.
180111000,Wood Staff,
180150000,Orc Staff,Orc Staff
180190000,Wood Staff,Simple wooden Staff.  (Quest Item)
180250000,Noah Chitin Shield,
180310000,Wizard Staff,A Staff often used by wizards.
180350000,Red Eye Staff,Red Eye Staff
180410000,Undefeatable Windforce,"<b><font color=@#3399FF@>I like this hill...</font> <font color=@#3399FF@>The wind blows all my cares away...</font> <font color=@#3399FF@>Shame on you, Logos,  for the fate of our tribe.</font> <font color=@#3399FF@>The wind whispers that they are coming,  and that they are but</font><font color=@#FF3300@> Cursed Souls, </font><font color=@#3399FF@>nothing more.</font> </b>-From the scribble on a tombstone..."
180411000,Undefeatable Windforce,"<b><font color=@#3399FF@>I like this hill...</font> <font color=@#3399FF@>The wind blows all my cares away...</font> <font color=@#3399FF@>Shame on you, Logos, for the fate of our tribe.</font> <font color=@#3399FF@>The wind whispers that they are coming,  and that they are but</font> <font color=@#FF3300@> Cursed Souls, </font><font color=@#3399FF@>nothing more.</font> </b>-From the scribble on a tombstone..."
180420000,Restricted Diet Windforce,"<b><font color=@#3399FF@>I like this hill...</font> <font color=@#3399FF@>The wind blows all my cares away...</font> <font color=@#3399FF@>Shame on you, Logos,  for the fate of our tribe.</font> <font color=@#3399FF@>The wind whispers that they are coming,  and that they are but</font><font color=@#FF3300@> Cursed Souls, </font><font color=@#3399FF@>nothing more.</font> </b>-From the scribble on a tombstone..."
180421000,Restricted Diet Windforce,"<b><font color=@#3399FF@>I like this hill...</font> <font color=@#3399FF@>The wind blows all my cares away...</font> <font color=@#3399FF@>Shame on you, Logos, for the fate of our tribe.</font> <font color=@#3399FF@>The wind whispers that they are coming,  and that they are but</font> <font color=@#FF3300@> Cursed Souls, </font><font color=@#3399FF@>nothing more.</font> </b>-From the scribble on a tombstone..."
180430000,Fire Rain Windforce,"<b><font color=@#3399FF@>I like this hill...</font> <font color=@#3399FF@>The wind blows all my cares away...</font> <font color=@#3399FF@>Shame on you, Logos,  for the fate of our tribe.</font> <font color=@#3399FF@>The wind whispers that they are coming,  and that they are but</font><font color=@#FF3300@> Cursed Souls, </font><font color=@#3399FF@>nothing more.</font> </b>-From the scribble on a tombstone..."
180431000,Fire Rain Windforce,"<b><font color=@#3399FF@>I like this hill...</font> <font color=@#3399FF@>The wind blows all my cares away...</font> <font color=@#3399FF@>Shame on you, Logos, for the fate of our tribe.</font> <font color=@#3399FF@>The wind whispers that they are coming,  and that they are but</font> <font color=@#FF3300@> Cursed Souls, </font><font color=@#3399FF@>nothing more.</font> </b>-From the scribble on a tombstone..."
180440000,Weak Giant Windforce,"<b><font color=@#3399FF@>I like this hill...</font> <font color=@#3399FF@>The wind blows all my cares away...</font> <font color=@#3399FF@>Shame on you, Logos,  for the fate of our tribe.</font> <font color=@#3399FF@>The wind whispers that they are coming,  and that they are but</font><font color=@#FF3300@> Cursed Souls, </font><font color=@#3399FF@>nothing more.</font> </b>-From the scribble on a tombstone..."
180441000,Weak Giant Windforce,"<b><font color=@#3399FF@>I like this hill...</font> <font color=@#3399FF@>The wind blows all my cares away...</font> <font color=@#3399FF@>Shame on you, Logos, for the fate of our tribe.</font> <font color=@#3399FF@>The wind whispers that they are coming,  and that they are but</font> <font color=@#FF3300@> Cursed Souls, </font><font color=@#3399FF@>nothing more.</font> </b>-From the scribble on a tombstone..."
180450000,Lousy Pickpocket Windforce,"<b><font color=@#3399FF@>I like this hill...</font> <font color=@#3399FF@>The wind blows all my cares away...</font> <font color=@#3399FF@>Shame on you, Logos,  for the fate of our tribe.</font> <font color=@#3399FF@>The wind whispers that they are coming,  and that they are but</font><font color=@#FF3300@> Cursed Souls, </font><font color=@#3399FF@>nothing more.</font> </b>-From the scribble on a tombstone..."
180451000,Lousy Pickpocket Windforce,"<b><font color=@#3399FF@>I like this hill...</font> <font color=@#3399FF@>The wind blows all my cares away...</font> <font color=@#3399FF@>Shame on you, Logos, for the fate of our tribe.</font> <font color=@#3399FF@>The wind whispers that they are coming,  and that they are but</font> <font color=@#FF3300@> Cursed Souls, </font><font color=@#3399FF@>nothing more.</font> </b>-From the scribble on a tombstone..."
180510000,Mythril Staff,A Staff made with a little  amount of mythril diluted in.
180550000,Bone Staff,Bone Staff
180610000,Mage Staff,A Staff often used by wizards.
180710000,Alchemy Staff,A Staff that was also used  as a ritual element  for alchemy.
180810000,Elemental Staff,A Staff made of various  materials and has high  durability.
180812000,Elemental Staff,"A Staff made of various  materials and has high durability.  It was added as a popular addition,  and sold at cheap prices to  NPC mechants."
180910000,Viper Staff,A Staff used exclusively  by evil wizards.
180912000,Viper Staff,"A Staff used exclusively  by evil wizards.  It was added as a popular addition,  and sold at cheap prices to  NPC mechants."
180920000,Noah Restricted Diet Windforce,"<b><font color=@#3399FF@>I... Like this hill...</font>  <font color=@#3399FF@>All my resentments seem to get blown  away as I enjoy the breeze here...</font>  <font color=@#3399FF@>Our resentment toward the god Logos...  And regarding the fate of our race...</font>  <font color=@#3399FF@>The wind seems to whisper to me, that... They are just </font> <font color=@#FF3300@>Devils</font><font color=@#3399FF@>, that’s all...</font> </b> -From some scribbles on  a tombstone..."
180930000,Noah Fire Rain Windforce,"<b><font color=@#3399FF@>I... Like this hill...</font>  <font color=@#3399FF@>All my resentments seem to get blown  away as I enjoy the breeze here...</font>  <font color=@#3399FF@>Our resentment toward the god Logos...  And regarding the fate of our race...</font>  <font color=@#3399FF@>The wind seems to whisper to me, that... They are just </font> <font color=@#FF3300@>Devils</font><font color=@#3399FF@>, that’s all...</font> </b> -From some scribbles on  a tombstone..."
