ID,Name,Level
9003,Small Christmas Tree,18
9004,Small Christmas Tree,18
9005,Small Christmas Tree,18
9006,Etaroth,15
9007,New Year Big Event,50
9008,New Year Big Event,50
9009,Mine Guard,1
9010,[Royal National Enchanter],73
9011,Yellow Sand,50
9012,Yellow Sand,50
9013,Demon’s Pawn,62
9014,Forwird,63
9015,Forwird Warrior,64
9016,Guard,63
9017,Elite Guard,63
9018,Scout,70
9019,Forwird Knight,72
9020,Forwird Captain,74
9021,Wandering Specter,60
9022,Grendel,73
9023,Grendel’s Mother,79
9024,Fierce Red Dragon,64
9025,Barbarian Leader,75
9026,[Barbarian King] Marsil,74
9027,[Betrayed Paladin] Garlong,68
9028,[King of Forwird] Kihol,70
9029,[Tyrant] Breth,78
9030,[Satan] Valroru,74
9031,[Evil Spirit of Night] Piste,74
9032,Guard,63
9033,Elite Guard,63
9040,Pride,60
9041,Gluttony,60
9042,Wrath,60
9043,Sloth,60
9044,Lust,60
9045,Envy,60
9046,Greed,60
9047,Dulian,60
9048,Grudge,60
9049,Query,60
9050,Hellfire,60
9051,Enigma,60
9052,Havoc,60
9053,Cruel,60
9054,Krowaz,60
9055,Giga Hammer,60
9056,Cuff Binder,60
9057,[Event] Felankor,70
9058,[Event] Lich King,70
9059,[Event] Golden Dragon,70
9060,[Event] Krowaz,70
9061,Scout,70
9062,Burning Stone,68
9063,Half Troll Berserker,69
9064,Ironclaw,69
9065,Half Troll Captain,70
9066,Half Troll Shaman,71
9067,Satiros,69
9068,Death Wizard,69
9069,Doom Knight,69
9070,Apostle of the Storm,69
9071,Nightmare,70
9072,Half Troll Warrior,70
9073,Burning Stone,68
9074,Half Troll Berserker,69
9075,Ironclaw,69
9076,Half Troll Captain,70
9077,Half Troll Shaman,71
9078,Satiros,69
9079,Death Wizard,69
9080,Doom Knight,69
9081,Apostle of the Storm,69
9082,Nightmare,70
9083,Half Troll Warrior,70
9084,Spirit of Chaos Purifier,80
9085,Sitri,62
9086,Gusion,62
9087,Naberius,62
9088,Marchosias,62
9089,Haagenti,62
9090,Oriax,62
9091,Storas,62
9092,Aim,62
9093,Vapula,62
9094,Uvall,62
9095,Andromalius,62
9096,Cimejes,62
9097,Buer,70
9098,Paimon,70
9099,Ipos,70
9100,Gaap,70
9101,Bifrons,62
9102,Ose,62
9103,Furfur,72
9104,Marax,72
9105,Amy,72
9106,Vine,72
9107,Dantalion,70
9108,Andrealphus,70
9109,Barbatos,69
9110,Amon,71
9111,Purson,71
9112,Foras,71
9113,Shax,55
9114,Orobas,55
9115,Asmodeus,69
9116,Sallos,69
9117,Gremory,69
9118,Savnock,69
9119,Seere,71
9120,Haures,71
9121,Valefor,70
9122,Marbas,70
9123,Bathin,62
9124,Astaroth ,70
9125,Vephar,55
9126,Camio,55
9127,Forneus,71
9128,Botis,71
9129,Murmur,73
9130,Focalor,73
9131,Decarabia,73
9132,Andras,73
9133,Samigina,73
9134,Vassago,73
9135,Zepar,73
9136,Ronove,73
9137,Raum,57
9138,Balam,57
9139,Berith,60
9140,Eligos,70
9141,Alloces,70
9142,Malphas,70
9143,Belial,71
9144,Volac,71
9145,Agares,73
9146,Bael,73
9147,Leraje,73
9148,Glasya-labolas,73
9149,Halphas,58
9150,Corcell,58
9151,Bune,71
9152,Beleth,71
9153,Furcas,71
9154,Phenex,71
9155,Amdusias,73
9156,Zagan,73
9157,Awaken Asmodeus,75
9158,Sitri,62
9159,Gusion,62
9160,Naberius,62
9161,Marchosias,62
9162,Haagenti,62
9163,Oriax,62
9164,Storas,62
9165,Aim,62
9166,Vapula,62
9167,Uvall,62
9168,Andromalius,62
9169,Cimejes,62
9170,Buer,70
9171,Paimon,70
9172,Ipos,70
9173,Gaap,70
9174,Bifrons,62
9175,Ose,62
9176,Furfur,72
9177,Marax,72
9178,Amy,72
9179,Vine,72
9180,Dantalion,70
9181,Andrealphus,70
9182,Barbatos,71
9183,Amon,71
9184,Purson,71
9185,Foras,71
9186,Shax,55
9187,Orobas,55
9188,Asmodeus,69
9189,Sallos,69
9190,Gremory,69
9191,Savnock,69
9192,Seere,71
9193,Haures,71
9194,Valefor,70
9195,Marbas,70
9196,Bathin,65
9197,Astaroth ,70
9198,Vephar,55
9199,Camio,55
9200,Forneus,71
9201,Botis,71
9202,Murmur,73
9203,Focalor,73
9204,Decarabia,73
9205,Andras,73
9206,Samigina,73
9207,Vassago,73
9208,Zepar,73
9209,Ronove,73
9210,Raum,57
9211,Balam,57
9212,Berith,60
9213,Eligos,70
9214,Alloces,70
9215,Malphas,70
9216,Belial,71
9217,Volac,71
9218,Agares,73
9219,Bael,73
9220,Leraje,73
9221,Glasya-labolas,73
9222,Halphas,58
9223,Corcell,58
9224,Bune,71
9225,Beleth,71
9226,Furcas,71
9227,Phenex,71
9228,Amdusias,73
9229,Zagan,73
9230,Awaken Asmodeus,75
9231,Chesnut Tree,18
9232,Chestnut Burr,18
9233,Chesnut Tree,18
9234,Chestnut Burr,18
9235,Test Demon,50
9236,Test Demon,50
9237,Test Demon,50
9238,Lunar Festival Chest,1
9239,Lunar Festival Chest,1
9240,Lunar Festival Chest,1
9241,Lunar Festival Chest,1
9242,Lunar Festival Chest,1
9243,Lunar Festival Chest,1
9244,Lunar Festival Chest,1
9245,Lunar Festival Chest,1
9246,Lunar Festival Chest,1
9247,Lunar Festival Chest,1
9248,Lunar Festival Chest,1
9249,Lunar Festival Chest,1
9250,Dark Dragon,110
9251,Bloody Krowaz,98
9252,Bloody Tarantula,98
9253,Unknown Corpse,70
9254,Wandering Knight Ghost,81
9255,Mage Ghost,82
9256,Wife of Castellan with Grudge,85
9257,Castellan Ghost,93
9258,Tarantula,60
9259,Guard Summon,70
9260,[Biologist] Ramark,73
9261,Contaminated Lamia,57
9262,[Field Boss] Contaminated Lamiros,60
9263,Contaminated Haunga Warrior,57
9264,[Field Boss] Contaminated Garukonga,62
9265,Ancient Treant,57
9266,[Field Boss] Legendary Old Tree,62
9267,Old Ancient,57
9268,[Field Boss] Ancient Trethorns,62
9269,Mana Specter,57
9270,[Field Boss] Mana Predator,62
9271,Shadow Rift,70
9272,Wander of Dimension,57
9273,Rift Pursuer,57
9274,Mana Predator,57
9275,Shadow Specter,57
9276,[Field Boss] Shadow of Krowaz ,68
9277,Bune,71
9278,Guard Tower,80
9279,Guard Tower,80
9280,Little Snowman ,30
9281,Snowman,30
9282,Fat Snowman,40
9283,Huge Snowman,40
9284,Happy Snowman,50
9285,Demon’s Crystal,50
9286,Small Snowman,18
9287,Rowdy Snowman,40
9288,Rowdy Snowman,40
9289,Rowdy Snowman,50
9290,Talos,94
9291,Harpy Queen,94
9292,Deruvish Founder,93
9293,Samma,94
9294,Shaula,80
9295,Snake Queen,93
9296,Dragon Tooth,93
9297,Troll King,95
9298,Krowaz,98
9299,Felankor,150
9300,The Specter of Pride,50
9301,The Specter of Gluttony,56
9302,The Specter of Wrath,64
9303,The Specter of Sloth,70
9304,The Specter of Lust,75
9305,The Specter of Envy,75
9306,The Specter of Greed,79
9307,Spinning Top [Ready],50
9308,Spinning Top [Spinning],50
9309,Spinning Top [Stabilized],50
9310,Spinning Top [Rotating],38
9311,Spinning Top [Swifting],16
9312,Worm,1
9313,Bandicoot,2
9314,Kecoon,6
9315,Bulcan,13
9316,Gavolt,16
9317,Bulture,21
9318,Werewolf,24
9319,Silan,27
9320,Gloomwing,25
9321,Scorpion,31
9322,Zombie,32
9323,Skeleton,30
9324,[Angry Spirit of Tree],16
9325,[Lumberjack],16
9326,Xigenon Specter,48
9327,[Karus] Iron Force Leader,65
9328,[Karus] Iron Force,79
9329,[Karus] Iron Force,79
9330,[Karus] Iron Force,79
9331,[Karus] Iron Force,79
9332,[Karus] Iron Force,79
9333,[Karus] Iron Force,79
9334,Trophy,4
9335,Trophy,4
9336,Trophy,4
9337,Trophy,4
9338,Trophy,4
9339,Trophy,4
9340,Trophy,4
9341,Stontailer Specter,48
9342,[El Morad] Iron Force Leader,65
9343,[El Morad] Iron Force,79
9344,[El Morad] Iron Force,79
9345,[El Morad] Iron Force,79
9346,[El Morad] Iron Force,79
9347,[El Morad] Iron Force,79
9348,[El Morad] Iron Force,79
9349,Chef,70
9350,Chef,70
9351,Chef,70
9352,Kaiky,9
9353,9th Anniversary Cake,1
9354,9th Anniversary Cake,1
9355,9th Anniversary Cake,1
9356,9th Anniversary Cake,1
9357,9th Anniversary Cake,1
9358,9th Anniversary Cake,1
9359,9th Anniversary Cake,1
9360,9th Anniversary Cake,1
9361,Come and See,7
9362,Spirit of the Dawn,7
9363,名妓ㆍ계섬월,7
9364,百戰『□ト』『귀』メ?,7
9365,Carpe↙Diem?,7
9366,구공탄,7
9367,여왕쉬라,7
9368,불타는쓰레빠?,7
9369,쥑인다,7
9370,제국을위해,7
9371,꽃,7
9372,킹카メ,7
9373,이별후愛,7
9374,Ψdemonicζ,7
9375,어둠의저주살,7
9376,『Death』나이트™,7
9377,잉어퀸,7
9378,メ傳說의大惡魔™,7
9379,鬼귀†신神™,7
9380,수진이엄마,7
9381,[Transformed Kekoon],7
9382,[Transformed Kekoon],7
9383,[Transformed Kekoon],7
9384,[Transformed Kekoon],7
9385,[Lord of Worms],38
9386,[Lord of Worms],43
9387,[Lord of Worms],43
9388,[Lord of Worms],40
9389,[Lord of Worms],38
9390,[Lord of Worms],43
9391,[Lord of Worms],43
9392,[Lord of Worms],40
9393,[Insect Damaged Living Water Tree],7
9394,[Insect Damaged Sprit Water Tree],7
9395,[Healthy Living Water Tree],7
9396,[Healthy Sprit Water Tree],7
9397,[Insect Damaged Living Water Tree],7
9398,[Insect Damaged Sprit Water Tree],7
9399,[Healthy Living Water Tree],7
9400,[Healthy Sprit Water Tree],7
9401,[Sharaph Tree],7
9402,Six fingers,7
9403,도도한그놈님♡?,7
9404,『☆」￡ørÐ_꼬마γ,7
9405,EDGE,7
9406,[Joint Guard] Snebaker,16
9407,Blue Dragon,80
9408,Spirit of Ancient Hero,7
9409,Pumpkin Lantern,7
9410,Geden Sorcery Tower,90
9411,Gedon Sorcery Tower,90
9412,Geron Sorcery Tower,90
9413,Mammoth Summon Tower,90
9414,Mammoth Summon Tower,100
9415,Felankor,135
9416,Dark Dragon,95
9417,Bloody Krowaz,93
9418,Bloody Tarantula,93
9419,Giga Hammer,93
9420,Cuff Binder,93
9421,Hellfire,90
9422,Enigma,90
9423,Havoc,90
9424,Cruel,90
9425,Unnamed,1
9501,[Emperor] Mammoth III,133
9502,[Emperor] Mammoth III,133
9503,[Emperor] Mammoth III,135
9504,[Machine Golem] Crasher Gimmick,140
9505,[Machine Golem] Crasher Gimmick,140
9506,[Machine Golem] Crasher Gimmick,140
9507,[Machine Golem] Crasher Gimmick,142
9508,[Abyssal Guadian] Furious,132
9509,[Abyssal Guadian] Furious,132
9510,[Abyssal Guadian] Furious,132
9511,[Abyssal Guadian] Furious,133
9512,[Shackled Lord] Fluwiton,130
9513,[Shackled Lord] Fluwiton,130
9514,[Shackled Lord] Fluwiton,132
9515,[Lord of Destruction] Fluwiton,135
9516,[Lord of Destruction] Fluwiton,135
9517,[Lord of Destruction] Fluwiton,135
9518,[Lord of Destruction] Fluwiton,135
9519,[Elite] Sipahi Heavy Calvary,93
9520,Sipahi Heavy Calvary,81
9521,[Elite] Kapikulu Royal Guard,93
9522,Kapikulu Royal Guard,82
9523,[Elite] Timarli,93
9524,Timarli,83
9525,Geryoneis,93
9526,[Elite] Geryoneis,94
9527,Astaroth ,28
9528,Rage of Moebius,94
9529,Evil of Moebius,100
9530,[Sorcerer] Geden,100
9531,[Sorcerer] Gedon,100
9532,[Sorcerer] Geron,100
9533,Von Huinum,78
9534,Ahtal,88
9535,Muspell,84
9536,Amy,95
9537,Pidama,78
9538,Von Eblis,87
9539,[Elite] Sipahi Heavy Calvary,93
9540,[Elite] Kapikulu Royal Guard,93
9541,[Elite] Timarli,93
9542,[Elite] Geryoneis,90
9543,Astaroth ,28
9544,Rage of Moebius,94
9545,Evil of Moebius,93
9546,Trophy Chest,4
9547,Trophy Chest,4
9548,Trophy Chest,4
9549,Trophy Chest,4
9550,Door,100
9551,Trophy Chest,4
9552,Trophy Chest,4
9553,Trophy Chest,4
9554,Prototype No.1,97
9555,Prototype No.2,97
9556,Prototype No.2,15
9557,[Emperor] Mammoth III,130
9558,[Emperor] Mammoth III,130
9559,[Emperor] Mammoth III,130
9560,[Emperor] Mammoth III,130
9561,Gate,100
9562,Gate,100
9563,[Shackled Lord] Fluwiton,131
9564,Crow,65
9565,Crow2,65
9566,[Shackled Lord] Fluwiton,135
9567,Cone hat,16
9568,Lame Tree,16
9569,Stalker,16
9570,Fluwiton’s Gift,65
9571,Astaroth ,16
9572,Pidama,16
9573,Von Eblis,16
9574,Lame Tree,16
9575,Astaroth ,16
9576,Pidama,16
9577,Von Eblis,16
9578,Fluwiton’s Gift,65
9579,Pathos,131
9580,Ultima,113
9581,Felankor,150
9582,Wandering Specter,60
9583,Antares,69
9584,Hyde,70
9585,Wandering Specter,60
9586,Antares,69
9587,Hyde,70
9588,Scout,95
9589,Hellfire,56
9590,Enigma,56
9591,Havoc,56
9592,Cruel,56
9593,[Emperor] Mammoth III,60
9594,[Abyssal Guadian] Furious,60
9595,[Lord of Destruction] Fluwiton,60
9596,Golden Dragon,60
9597,Turkey,16
9598,Pumpkin Axe,7
9599,Chestnut Tree,7
9600,Karus Teleport Gate,40
9601,Karus Chief Gate Keeper,130
9602,Karus 1st Guard Leader,130
9603,Karus 2nd Guard Leader,130
9604,Karus Garrison Soldier,76
9605,Karus Partoller,70
9606,El Morad Teleport Gate,40
9607,El Morad Chief Gate Keeper,130
9608,El Morad 1st Guard Leader,130
9609,El Morad 2nd Guard Leader,76
9610,El Morad Garrison Soldier,76
9611,El Morad Partoller,70
9612,Apostle,70
9613,Apostle,70
9614,Dragon Tooth Commander,61
9615,Dragon Tooth Commander,61
9616,Troll,73
9617,Troll,73
9618,Harpy,73
9619,Harpy,73
9620,Mad Owner,50
9621,Balrog,88
9622,Booro,86
9623,Libertine,50
9624,Trophy Chest,1
9625,Trophy Chest,1
9626,Trophy Chest,1
9627,Trophy Chest,1
9628,Trophy Chest,1
9629,Trophy Chest,1
9630,Trophy Chest,1
9631,Trophy Chest,1
9632,Trophy Chest,1
9633,Trophy Chest,1
9634,Trophy Chest,1
9635,Trophy Chest,1
9636,Stontailer Specter,48
9637,Xigenon Specter,48
9638,Giant Turkey,50
9639,Karus Snowman,50
9640,El Morad Snowman,50
9641,Looter,16
9642,Halion,77
9643,Kaishirak,75
9644,Minion of Marsil,70
9645,Minion of Bathin,70
9646,Minion of Garlong,70
9647,Pricilla,88
9648,Contaminated Karus Warrior,59
9649,Contaminated El Morad Warrior,59
9650,Spirit of Water,58
9651,Chaos Dragon Tooth Commander,83
9652,Draki,74
9653,Chimera,70
9654,Fortified Portu,73
9655,Chaos Fossil Guard,61
9657,Minion of Draki,34
9658,Black Pirate Member,25
9659,Black Pirate Member,25
9660,Black Pirate Captain,32
9661,Raged Captain,37
9662,Transformed Amelie,36
9663,Transformed Worm,36
9664,Draiden,47
9665,Gin Draiden,70
9666,Guard of Black Marketer,25
9667,Death Knight,45
9668,Ancient,46
9669,King Death Knight,47
9670,King Ape,46
9671,Ancient King,55
9672,Savage,37
9673,Wolf Dog,35
9674,Death Knight,45
9675,Ancient,46
9676,Orc Warrior,58
9677,Orc Warrior,58
9678,Orc Warrior,58
9679,Orc Warrior,58
9680,Dragon Tooth Commander,75
9681,Dragon Tooth Commander,75
9682,Fossil Guard,55
9683,Fossil Guard,55
9684,Chaos Dragon Tooth Commander,83
9685,Chaos Fossil Guard,61
9686,Sindria,44
9687,Horizon,44
9688,Death Rebirth,44
9689,Sindria,44
9690,Horizon,44
9691,Death Rebirth,44
9692,Savage,37
9693,Wolf Dog,35
9695,[Barbarian King] Marsil,74
9696,[Betrayed Paladin] Garlong,63
9697,King Ape,47
9698,Garges,150
9699,Dark Dragon,110
9700,Trophy Chest,58
9701,Kecoon,13
9702,Karus Monument,19
9703,El Morad Monument,19
9704,Ronark Knight,150
9705,Kecoon,13
9706,Kecoon,13
9707,Hellfire,56
9708,Enigma,56
9709,Havoc,56
9710,Cruel,56
9711,[Event] Shaitan,60
9712,[Event] Forgotten Princess,70
9713,[Event] Corrupted Priest,60
9714,[Event] Demon Sword Sultan,70
9715,[Event] Scorpion King,60
9716,Test Altar,50
9717,Uruk Blade,56
9718,Spirit of Ancient Hero,7
9719,Druken Brawler,150
9720,Druken Brawler,50
9721,Sheep Looking Kaul,1
9722,Kaul Mother,200
9723,Specter of Archmage I,110
9724,Specter of Archmage II,110
9725,[Virgin] Archmage,150
9726,Virgin,50
9727,Virgin,50
9728,Contaminated Tyon,30
9729,Diseased Smilodon,30
9730,Captured El Moradian,40
9731,Captured Karusian,40
9732,Portu Subject No.127 ,40
9733,Failed Manticore,40
9734,Kurian Subject No.118,50
9735,Cold Golem,50
9736,Enhanced Portu No.3,50
9737,Blood Troll,50
9738,Isiloon Clone,60
9739,Enhanced Rhino No.77,60
9740,Failed Subject No.2,60
9741,Failed Subject No.17,60
9742,Disposed Subject No.30,70
9743,Mutated Scavenger,70
9744,Draki War Horse No.5,75
9745,Draki Soldier No.113,75
9748,Giant Bulcan,19
9749,Gavolt,16
9750,Mastodon,52
9751,Blood Seeker,49
9752,Dire Wolf,39
9753,Beast,47
9754,Megantereon,45
9755,Snatcher,8
9756,Panzer Bin,40
9757,Undying,40
9758,Skeleton Champion,43
9759,Death Knight,49
9760,Ash Knight,54
9761,Dragon Tooth Knight,58
9762,Skeleton,30
9763,Scolar,50
9764,Sheriff,47
9765,Cardinal,48
9766,Baron,51
9767,Haunga,57
9768,Harunga,60
9769,Konga,54
9770,Garuna,57
9771,Haunga,58
9772,Haunga Warrior,58
9773,Orc Watcher,30
9774,Lard Orc,50
9775,Orc Archer,49
9776,Orc Sniper,52
9777,Uruk Hai,55
9778,Uruk Blade,56
9779,Uruk Tron,56
9780,Troll,79
9781,Troll,73
9782,Troll Warrior,80
9783,Troll Berserker,85
9784,Manticore,64
9785,Lamia,57
9786,Lamiros,58
9787,Lamentation,59
9788,Wraith,50
9789,Deruvish,61
9790,Apostle,69
9791,Harpy,69
9792,Raven Harpy,70
9793,Crimson Wing,79
9794,Fallen Angel,64
9795,Stone Golem,69
9796,Giant Golem,64
9797,Dark Stone,85
9798,Centaur,76
9799,Kobold,30
9800,Bugbear,26
9801,Pooka,48
9802,Goblin Bouncer,50
9803,Hob Goblin,56
9804,Bugbear,26
9805,Darkmare,84
9806,Black Widow,41
9807,Gloom Hound,58
9808,Burning Skeleton,56
9809,Reaper,60
9810,Volcanic Rock,130
9811,Tyon,45
9812,Tyon,45
9813,Lich,54
9814,Specter,93
9815,Grell,55
9816,Forgotten Princess,70
9817,Corrupted Priest,80
9818,Demon Sword Sultan,90
9819,Scorpion King,100
9820,Shaitan,110
9821,Forgotten Princess,70
9822,Corrupted Priest,80
9823,Demon Sword Sultan,90
9824,Scorpion King,100
9825,Shaitan,110
9826,Kidnapped Girl,35
9827,Captured Karus Warrior,41
9828,Girl’s Father,46
9829,Girl’s Mother,51
9830,Scorpion King,56
9831,Spellbound Princess,61
9832,Knight of Forgotten Kingdom,66
9833,Princess of Forgotten Kingdom,71
9834,Shaitan,76
9835,Blue Phoenix,91
9836,Enhanced Draki Soldier,92
9837,Contaminated Dark Dragon,93
9838,Pathos Fragment,94
9839,Draki El Rasaga,95
9840,Altar of Manes,19
9841,Forgotten Knight,57
9842,Forgotten Knight,57
9843,Treasure Chest,4
9844,Treasure Chest,4
9845,Treasure Chest,4
9846,Treasure Chest,4
9847,Treasure Chest,4
9848,Treasure Chest,4
9849,92 Boss (Shadow),92
9850,Hellfire Dragon,150
9851,Knight of Grudge,78
9852,Knight of Grudge,78
9853,Arena Monster I (Boss),30
9854,Arena Monster II (Boss),30
9855,Arena Monster III,20
9856,Wild Grass,1
9857,Jumbo Worm,150
9858,Demon Rabbit,150
9859,Dark Stone,85
9860,Titan,83
9861,Balrog,88
9862,Booro,86
9863,Chaos Stone,150
9864,Baphomet,150
9865,Gigantic Titan,150
9866,Arch Demon,150
9867,Dark Stone,85
9868,Titan,83
9869,Balrog,88
9870,Booro,86
9871,Chaos Stone,150
9872,Baphomet,150
9873,Gigantic Titan,150
9874,Arch Demon,150
9875,Giant Snowman,150
9876,Easter Rooster,150
9877,Lamiros,58
9878,Harpy,69
9879,Ape,43
9880,Messenger of the God Pathos,120
9881,Pride,83
9882,Gluttony,85
9883,Wrath,87
9884,Sloth,89
9885,Lust,95
9886,Envy,95
9887,Greed,97
9888,Ultima,120
9889,Ashiton,69
9890,Guard tower,80
9891,Lesser Dark Stone,50
9892,Lesser Booro,50
9893,Hell Harpy,50
9894,Hell Doom Soldier,50
9895,Lesser Titan,50
9896,Lesser Arch Demon,50
9897,Contaminated Resident,100
9898,Wandering Spectre,100
9899,Rift,100
9900,Twisted Moradon Resident,150
9902,Demon Rabbit,150
9903,Twisted Moradon Stalker,50
9904,[Event] Halloween Pumpkin,100
9905,[Event] Cernunnos,100
9906,[Event] Cruach,100
9908,Cursed Christmas Tree,50
9909,Red Chicken,150
9910,Outraged Chicken Mother,64
9911,Outraged Burning Chicken,50
9914,Soul of the Dark Dragon,150
9924,Lunar Spirit,150
9925,Lunar Sorcerer,150
9927,Harpy,150
9928,Ape,150
9929,Flame Golem,150
9930,Ice Golem,150
9931,Freed Gigantic Hammer,150
9932,Lunar Stalker,150
9933,Lunar Guard,150
9934,Lunar Elite,150
9935,Lunar Knight,150
9936,Lunar Emperor,150
9937,Ashton,150
9938,Blood Troll,150
9939,Blue Phoenix,150
9940,Draki’s Warhorse,150
9941,Draki’s Servant,150
9942,Black Draki,150
9943,Mutated Lunar Rabbit,150
9944,Lunar Rabbit Captain,150
9945,Lunar Rabbit Emperor,150
9946,Wild Lunar Rabbit,20
9947,Harpy,150
9948,Ape,150
9949,Flame Golem,150
9950,Ice Golem,150
9951,Freed Gigantic Hammer,150
9952,Inferior Guard,70
9953,Guard,70
9954,Superior Guard,90
9955,Harpy,150
9956,Ape,150
9957,Flame Golem,150
9958,Ice Golem,150
9959,Freed Gigantic Hammer,150
9960,Centaur,150
9961,Apostle of White Knight,150
9962,Apostle of Red Flame,150
9963,Astaroth ,150
9964,Tarantula,150
9965,Queen Tarantula,150
9966,Baby Tarantula,150
9967,Magic Cutter,150
9968,Blood Troll,150
9969,Draki’s Charger,150
9970,Draki’s Elite,150
9971,Black Draki,150
9972,Draki’s Lion,150
9973,Troublesome Snowman,50
9974,Golden Legend Hound,60
9981,Wrath of Grand Mage,110
9982,Tear of Grand Mage,110
9983,Mourn of Grand Mage,150
9984,Rabbit,150
9985,Yellow Dog,150
9986,Wanderer Skeleton,150
9987,Snowman,150
9988,Golden Puppy,150
9989,Gift of Pathos,150
9990,Gift of Pathos,150
9991,Gift of Pathos,150
9992,Gift of Pathos,150
9993,Gift of Pathos,150
9994,Gift of Pathos,150
9995,Pathos’ Delegate,150
9997,Kapikulu Royal Guard,150
9998,Timarli,150
9999,Sipahi Heavy Calvary,150
10000,Mammoth III,150
10001,Astaroth ,150
10002,Ahtal,150
10003,Amy,150
10004,Muspell,150
10005,Freed Gigantic Hammer,150
10006,Enhanced Portu,150
10007,Centaur,100
10008,Enhanced Rhino,150
10009,Disposed Subject No.30,150
10010,Draki’s Elite,150
10011,Black Draki,150
10012,Pride,150
10013,Gluttony,150
10014,Wrath,150
10015,Sloth,150
10016,Lust,150
10017,Envy,150
10018,Greed,150
10019,Ultima,150
10020,Superior Guard,70
10021,Guard (Defense),70
10022,Guard (Chase),90
10023,Guard,90
10024,Spirit of Hero,84
10025,Titan,85
10026,Balrog,88
10027,Dark Stone,85
10028,Booro,86
10029,Apostle of Flame,78
10030,Apostle of Piercing Cold ,79
10031,Darkmare,84
10032,Evil Wizard,78
10033,Brahman,73
10034,Abundantly Blessed Plant,50
10035,Scorpion,31
10036,Shaula,80
10037,Pincer,33
10038,Refugee,20
10039,Refugee,20
10040,Refugee,20
10041,Refugee,20
10042,Baby Gold Dragon,100
10043,Leftover Bone,1
10044,Escaped Turkey,150
10045,Yellow Spitz,150
10046,Yellow Spitz Owner,110
10047,Raged Lunar Rabbit,150
10048,Raged Rabbit,50
10049,Yellow Spitz,150
10050,Wild Horse,75
10052,Carrot Thief,50
10057,Haetae,150
10058,Lucky Golden Piglet,50
10059,Refugee,20
10060,Refugee,20
10061,Dreadmare,94
10062,Troll,73
10063,Stone Golem,69
10064,Undying,20
10070,[Quest] Stone Golem,69
10071,[Quest] Troll Berserker,73
10072,[Quest] Lard Orc,50
10073,[Quest] Giant Golem,50
10080,Local Guardian,150
10081,Guardian Servant,50
10082,Elmorad Guardian,50
10083,Dragon Servant,150
10084,Baby Dragon,50
10087,Private Rabbit,50
10088,Sergeant Rabbit,50
10092,Karus Guardian,50
10100,[Boss] Ultima,150
10101,Demolition Seal Artifact,60
10102,[Destruction] Ultima Seal Artifact,60
10103,[Protection] Ultima Seal Artifact,60
10110,[Boss] Ultima,150
10111,[Boss] Ultima,150
10300,Pride,83
10301,Gluttony,85
10302,Wrath,92
10303,Sloth,96
10304,Lust,100
10305,Envy,110
10306,Greed,115
10501,El Morad Point Artifact,60
10502,Karus Point Artifact,60
10503,Red Dragon Hatchling,90
10504,Krowaz,98
10505,Lens Man,61
10506,Soldier,65
10507,Archer,60
10508,Healer,65
10509,Magician,58
10510,Giga Hammer,96
10511,Knight of betrayal,82
10512,Cuff Binder,98
10513,Cuff Binder Son,85
10600,Dimensional Rift Guardian,78
10601,Sealing Stone of Redemption,80
10602,New Year Box,4
10603,New Year Box,4
10604,Lataino’s Clone,150
10605,[Event] Giga Hammer,50
10606,[Event] Cuff Binder,98
10607,[Event] Cuff Binder,98
10608,[Event] Krowaz,98
10609,[Event] Krowaz,98
10620,Fortified El-Rasaga,95
10701,[Lower Grade] Kecoon,6
10702,[Lower Grade] Bulcan,13
10703,[Lower Grade] Bulture,21
10704,[Lower Grade] Werewolf,24
10705,[Lower Grade] spoiler,30
10706,[Lower Grade Mid-Boss] Gaboltin,30
10707,[Lower Grade Mid-Boss] Scoride,33
10708,[Lower Grade Mid-Boss] Byzombie,42
10709,[Lower Grade Mid-Boss] Skelcrown,54
10710,[Mid Grade] Dust Orc,26
10711,[Mid Grade] Haunga,58
10712,[Mid Grade] Skeleton,30
10713,[Mid Grade] Shadow seeker,44
10714,[Mid Grade] Lupus,70
10715,[Mid Grade] Dragon Tooth Skeleton,58
10716,[Mid Grade Mid-Boss] Garukonga,70
10717,[Mid Grade Mid-Boss] Urukthrone,70
10718,[Mid Grade Mid-Boss] Alkedrada,70
10719,[Mid Grade Mid-Boss] Threthonez,73
10720,[High Grade] Troll,73
10721,[High Grade] Aionclo,69
10722,[High Grade] Stone golem,69
10723,[High Grade] Paramun,76
10724,[High Grade] Giant golem,64
10725,[High Grade] Doom Soldier,76
10726,[High Grade] Evil Wizard,79
10727,[High Grade] Atross,85
10728,[High Grade] DARK MARE,82
10729,[High Grade Mid-Boss] Hell Fire,95
10730,[High Grade Mid-Boss] Enigma,95
10731,[High Grade Mid-Boss] Havoc,95
10732,[High Grade Mid-Boss] Cruel,95
10733,[Boss] Dark Dragon,110
10740,Worm,1
10741,Earth Worm,2
10800,Elite Pirate Member,76
10801,Elite Pirate Member,76
10810,Kekurikekukaka,55
10811,Lobo,69
10812,Lupus,69
10813,Lycaon,71
10814,Barrkk,71
10815,Barkirra,79
10816,Antares,69
10817,Shaula,82
10818,Lesath,82
10819,Hyde,70
10820,bone collecter,79
10821,Dragon tooth,83
10822,Duke,71
10823,Bach,80
10824,Bishop,80
10825,Javana,80
10826,Samma,86
10827,attila,85
